kitchen,bin,timestamp,date,hour,dayofweek,is_weekend,service,area_m2,capacity_seats,bin_volume_m3,volume,vol_max,vol_min,n_readings,delta_1h,delta_3h,mean_3h,hours_since_disposal,next_volume,increment_next_h,label,split,text_num,text_bucket
Kitchen 1,Plastic,2019-02-17 05:00:00,2019-02-17,5,Sunday,True,Dinner,58.15,50,0.08,55.10526315789474,56.0,55.0,57,-0.8947368421052602,-3.4431239388794523,55.938313525749855,6.0,54.274193548387096,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 05:00. The container is currently 55.1 percent full. Over the last hour the fill level changed by -0.9 points. Over the last three hours it changed by -3.4 points. The average fill level in the last three hours was 55.9 percent. The container was last emptied 6 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day late at night. The container is about half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped slightly. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-17 06:00:00,2019-02-17,6,Sunday,True,Dinner,58.15,50,0.08,54.274193548387096,55.0,54.0,62,-0.8310696095076437,-2.4354838709677438,55.12648556876061,7.0,53.950819672131146,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 06:00. The container is currently 54.3 percent full. Over the last hour the fill level changed by -0.8 points. Over the last three hours it changed by -2.4 points. The average fill level in the last three hours was 55.1 percent. The container was last emptied 7 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day in the morning. The container is about half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped slightly. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-17 07:00:00,2019-02-17,7,Sunday,True,Dinner,58.15,50,0.08,53.950819672131146,54.0,53.0,61,-0.3233738762559497,-2.0491803278688536,54.443425459470994,8.0,53.04838709677419,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 07:00. The container is currently 54.0 percent full. Over the last hour the fill level changed by -0.3 points. Over the last three hours it changed by -2.0 points. The average fill level in the last three hours was 54.4 percent. The container was last emptied 8 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day in the morning. The container is about half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped slightly. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-17 08:00:00,2019-02-17,8,Sunday,True,Dinner,58.15,50,0.08,53.04838709677419,54.0,53.0,62,-0.9024325753569542,-2.0568760611205477,53.75780010576414,9.0,53.0,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 08:00. The container is currently 53.0 percent full. Over the last hour the fill level changed by -0.9 points. Over the last three hours it changed by -2.1 points. The average fill level in the last three hours was 53.8 percent. The container was last emptied 9 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day in the morning. The container is about half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped slightly. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-17 09:00:00,2019-02-17,9,Sunday,True,Dinner,58.15,50,0.08,53.0,53.0,53.0,62,-0.04838709677419217,-1.274193548387096,53.33306892296844,10.0,48.31666666666667,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 09:00. The container is currently 53.0 percent full. Over the last hour the fill level changed by -0.0 points. Over the last three hours it changed by -1.3 points. The average fill level in the last three hours was 53.3 percent. The container was last emptied 10 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day in the morning. The container is about half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-17 10:00:00,2019-02-17,10,Sunday,True,Dinner,58.15,50,0.08,48.31666666666667,57.0,34.0,60,-4.68333333333333,-5.634153005464476,51.45501792114695,11.0,48.357142857142854,0.040476190476184115,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is sunday, a weekend day at 10:00. The container is currently 48.3 percent full. Over the last hour the fill level changed by -4.7 points. Over the last three hours it changed by -5.6 points. The average fill level in the last three hours was 51.5 percent. The container was last emptied 11 hours ago.","Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is sunday, a weekend day in the morning. The container is about half full. Over the last hour the fill level dropped. Over the last three hours it dropped. On average over the last three hours it was about half full. The container was emptied earlier today."
Kitchen 1,Plastic,2019-02-18 09:00:00,2019-02-18,9,Monday,False,Dinner,58.15,50,0.08,45.6,52.0,44.0,5,,,45.6,34.0,53.36065573770492,7.760655737704916,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 09:00. The container is currently 45.6 percent full. The change over the last hour is not available. The change over the last three hours is not available. The average fill level in the last three hours was 45.6 percent. The container was last emptied 34 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the morning. The container is about half full. The change over the last hour is not available. The change over the last three hours is not available. On average over the last three hours it was about half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 10:00:00,2019-02-18,10,Monday,False,Dinner,58.15,50,0.08,53.36065573770492,61.0,37.0,61,7.760655737704916,,49.480327868852456,35.0,76.03225806451613,22.67160232681121,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 10:00. The container is currently 53.4 percent full. Over the last hour the fill level changed by 7.8 points. The change over the last three hours is not available. The average fill level in the last three hours was 49.5 percent. The container was last emptied 35 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the morning. The container is about half full. Over the last hour the fill level rose. The change over the last three hours is not available. On average over the last three hours it was about half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 11:00:00,2019-02-18,11,Monday,False,Dinner,58.15,50,0.08,76.03225806451613,94.0,58.0,62,22.67160232681121,,58.330971267407016,36.0,72.60655737704919,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 11:00. The container is currently 76.0 percent full. Over the last hour the fill level changed by 22.7 points. The change over the last three hours is not available. The average fill level in the last three hours was 58.3 percent. The container was last emptied 36 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the morning. The container is more than half full. Over the last hour the fill level rose sharply. The change over the last three hours is not available. On average over the last three hours it was about half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 12:00:00,2019-02-18,12,Monday,False,Dinner,58.15,50,0.08,72.60655737704919,97.0,41.0,61,-3.425700687466943,27.006557377049184,67.33315705975674,37.0,92.14754098360656,19.540983606557376,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 12:00. The container is currently 72.6 percent full. Over the last hour the fill level changed by -3.4 points. Over the last three hours it changed by 27.0 points. The average fill level in the last three hours was 67.3 percent. The container was last emptied 37 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday around midday. The container is more than half full. Over the last hour the fill level dropped. Over the last three hours it rose sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 13:00:00,2019-02-18,13,Monday,False,Dinner,58.15,50,0.08,92.14754098360656,96.0,80.0,61,19.540983606557376,38.786885245901644,80.26211880839062,38.0,93.45161290322581,1.304071919619247,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 13:00. The container is currently 92.1 percent full. Over the last hour the fill level changed by 19.5 points. Over the last three hours it changed by 38.8 points. The average fill level in the last three hours was 80.3 percent. The container was last emptied 38 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday around midday. The container is nearly full. Over the last hour the fill level rose sharply. Over the last three hours it rose sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 14:00:00,2019-02-18,14,Monday,False,Dinner,58.15,50,0.08,93.45161290322581,94.0,84.0,62,1.304071919619247,17.41935483870968,86.06857042129384,39.0,90.43396226415095,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 14:00. The container is currently 93.5 percent full. Over the last hour the fill level changed by 1.3 points. Over the last three hours it changed by 17.4 points. The average fill level in the last three hours was 86.1 percent. The container was last emptied 39 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday around midday. The container is nearly full. Over the last hour the fill level rose slightly. Over the last three hours it rose. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 15:00:00,2019-02-18,15,Monday,False,Dinner,58.15,50,0.08,90.43396226415095,98.0,67.0,53,-3.0176506390748585,17.827404887101764,92.01103871699445,40.0,66.65573770491804,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 15:00. The container is currently 90.4 percent full. Over the last hour the fill level changed by -3.0 points. Over the last three hours it changed by 17.8 points. The average fill level in the last three hours was 92.0 percent. The container was last emptied 40 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the afternoon. The container is nearly full. Over the last hour the fill level dropped. Over the last three hours it rose. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 16:00:00,2019-02-18,16,Monday,False,Dinner,58.15,50,0.08,66.65573770491804,68.0,63.0,61,-23.77822455923291,-25.491803278688522,83.51377095743159,41.0,73.85,7.1942622950819555,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 16:00. The container is currently 66.7 percent full. Over the last hour the fill level changed by -23.8 points. Over the last three hours it changed by -25.5 points. The average fill level in the last three hours was 83.5 percent. The container was last emptied 41 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the afternoon. The container is more than half full. Over the last hour the fill level dropped sharply. Over the last three hours it dropped sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 17:00:00,2019-02-18,17,Monday,False,Dinner,58.15,50,0.08,73.85,85.0,43.0,60,7.1942622950819555,-19.601612903225814,76.97989998968967,42.0,57.85245901639344,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 17:00. The container is currently 73.8 percent full. Over the last hour the fill level changed by 7.2 points. Over the last three hours it changed by -19.6 points. The average fill level in the last three hours was 77.0 percent. The container was last emptied 42 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the afternoon. The container is more than half full. Over the last hour the fill level rose. Over the last three hours it dropped sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 18:00:00,2019-02-18,18,Monday,False,Dinner,58.15,50,0.08,57.85245901639344,74.0,46.0,61,-15.997540983606555,-32.58150324775751,66.11939890710381,43.0,74.44262295081967,16.59016393442623,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 18:00. The container is currently 57.9 percent full. Over the last hour the fill level changed by -16.0 points. Over the last three hours it changed by -32.6 points. The average fill level in the last three hours was 66.1 percent. The container was last emptied 43 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the afternoon. The container is about half full. Over the last hour the fill level dropped sharply. Over the last three hours it dropped sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 19:00:00,2019-02-18,19,Monday,False,Dinner,58.15,50,0.08,74.44262295081967,76.0,73.0,61,16.59016393442623,7.78688524590163,68.71502732240437,44.0,73.19672131147541,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 19:00. The container is currently 74.4 percent full. Over the last hour the fill level changed by 16.6 points. Over the last three hours it changed by 7.8 points. The average fill level in the last three hours was 68.7 percent. The container was last emptied 44 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the evening. The container is more than half full. Over the last hour the fill level rose sharply. Over the last three hours it rose. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 20:00:00,2019-02-18,20,Monday,False,Dinner,58.15,50,0.08,73.19672131147541,77.0,72.0,61,-1.245901639344254,-0.6532786885245798,68.49726775956283,45.0,69.44262295081967,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 20:00. The container is currently 73.2 percent full. Over the last hour the fill level changed by -1.2 points. Over the last three hours it changed by -0.7 points. The average fill level in the last three hours was 68.5 percent. The container was last emptied 45 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the evening. The container is more than half full. Over the last hour the fill level dropped slightly. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 21:00:00,2019-02-18,21,Monday,False,Dinner,58.15,50,0.08,69.44262295081967,72.0,68.0,61,-3.754098360655746,11.59016393442623,72.36065573770492,46.0,74.32786885245902,4.885245901639351,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 21:00. The container is currently 69.4 percent full. Over the last hour the fill level changed by -3.8 points. Over the last three hours it changed by 11.6 points. The average fill level in the last three hours was 72.4 percent. The container was last emptied 46 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the evening. The container is more than half full. Over the last hour the fill level dropped. Over the last three hours it rose. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 22:00:00,2019-02-18,22,Monday,False,Dinner,58.15,50,0.08,74.32786885245902,92.0,8.0,61,4.885245901639351,-0.11475409836064898,72.3224043715847,47.0,91.80645161290323,17.478582760444212,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 22:00. The container is currently 74.3 percent full. Over the last hour the fill level changed by 4.9 points. Over the last three hours it changed by -0.1 points. The average fill level in the last three hours was 72.3 percent. The container was last emptied 47 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday in the evening. The container is more than half full. Over the last hour the fill level rose. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-18 23:00:00,2019-02-18,23,Monday,False,Dinner,58.15,50,0.08,91.80645161290323,92.0,87.0,62,17.478582760444212,18.609730301427817,78.52564780539397,48.0,91.96774193548387,0.16129032258064058,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is monday at 23:00. The container is currently 91.8 percent full. Over the last hour the fill level changed by 17.5 points. Over the last three hours it changed by 18.6 points. The average fill level in the last three hours was 78.5 percent. The container was last emptied 48 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is monday late at night. The container is nearly full. Over the last hour the fill level rose sharply. Over the last three hours it rose sharply. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 00:00:00,2019-02-19,0,Tuesday,False,Dinner,58.15,50,0.08,91.96774193548387,92.0,91.0,62,0.16129032258064058,22.525118984664203,86.03402080028205,49.0,90.78688524590164,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 00:00. The container is currently 92.0 percent full. Over the last hour the fill level changed by 0.2 points. Over the last three hours it changed by 22.5 points. The average fill level in the last three hours was 86.0 percent. The container was last emptied 49 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is nearly full. Over the last hour the fill level stayed flat. Over the last three hours it rose sharply. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 01:00:00,2019-02-19,1,Tuesday,False,Dinner,58.15,50,0.08,90.78688524590164,92.0,85.0,61,-1.1808566895822281,16.459016393442624,91.52035959809625,50.0,84.45161290322581,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 01:00. The container is currently 90.8 percent full. Over the last hour the fill level changed by -1.2 points. Over the last three hours it changed by 16.5 points. The average fill level in the last three hours was 91.5 percent. The container was last emptied 50 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is nearly full. Over the last hour the fill level dropped slightly. Over the last three hours it rose. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 02:00:00,2019-02-19,2,Tuesday,False,Dinner,58.15,50,0.08,84.45161290322581,85.0,84.0,62,-6.335272342675836,-7.3548387096774235,89.06874669487046,51.0,83.9,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 02:00. The container is currently 84.5 percent full. Over the last hour the fill level changed by -6.3 points. Over the last three hours it changed by -7.4 points. The average fill level in the last three hours was 89.1 percent. The container was last emptied 51 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is more than half full. Over the last hour the fill level dropped. Over the last three hours it dropped. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 03:00:00,2019-02-19,3,Tuesday,False,Dinner,58.15,50,0.08,83.9,84.0,83.0,60,-0.5516129032258021,-8.067741935483866,86.37949938304247,52.0,83.08333333333333,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 03:00. The container is currently 83.9 percent full. Over the last hour the fill level changed by -0.6 points. Over the last three hours it changed by -8.1 points. The average fill level in the last three hours was 86.4 percent. The container was last emptied 52 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped. On average over the last three hours it was nearly full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 04:00:00,2019-02-19,4,Tuesday,False,Dinner,58.15,50,0.08,83.08333333333333,84.0,83.0,60,-0.8166666666666771,-7.703551912568315,83.81164874551972,53.0,83.0,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 04:00. The container is currently 83.1 percent full. Over the last hour the fill level changed by -0.8 points. Over the last three hours it changed by -7.7 points. The average fill level in the last three hours was 83.8 percent. The container was last emptied 53 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it dropped. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 05:00:00,2019-02-19,5,Tuesday,False,Dinner,58.15,50,0.08,83.0,83.0,83.0,61,-0.0833333333333286,-1.4516129032258078,83.32777777777778,54.0,82.69354838709677,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 05:00. The container is currently 83.0 percent full. Over the last hour the fill level changed by -0.1 points. Over the last three hours it changed by -1.5 points. The average fill level in the last three hours was 83.3 percent. The container was last emptied 54 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday late at night. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 06:00:00,2019-02-19,6,Tuesday,False,Dinner,58.15,50,0.08,82.69354838709677,83.0,82.0,62,-0.3064516129032313,-1.206451612903237,82.92562724014336,55.0,82.03225806451613,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 06:00. The container is currently 82.7 percent full. Over the last hour the fill level changed by -0.3 points. Over the last three hours it changed by -1.2 points. The average fill level in the last three hours was 82.9 percent. The container was last emptied 55 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 07:00:00,2019-02-19,7,Tuesday,False,Dinner,58.15,50,0.08,82.03225806451613,83.0,82.0,62,-0.6612903225806406,-1.0510752688172005,82.5752688172043,56.0,82.0327868852459,0.0005288207297695635,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 07:00. The container is currently 82.0 percent full. Over the last hour the fill level changed by -0.7 points. Over the last three hours it changed by -1.1 points. The average fill level in the last three hours was 82.6 percent. The container was last emptied 56 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 08:00:00,2019-02-19,8,Tuesday,False,Dinner,58.15,50,0.08,82.0327868852459,83.0,82.0,61,0.0005288207297695635,-0.9672131147541023,82.2528644456196,57.0,82.04838709677419,0.015600211528294494,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 08:00. The container is currently 82.0 percent full. Over the last hour the fill level changed by 0.0 points. Over the last three hours it changed by -1.0 points. The average fill level in the last three hours was 82.3 percent. The container was last emptied 57 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 09:00:00,2019-02-19,9,Tuesday,False,Dinner,58.15,50,0.08,82.04838709677419,83.0,82.0,62,0.015600211528294494,-0.6451612903225765,82.03781068217874,58.0,88.57377049180327,6.525383395029081,MEDIUM,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 09:00. The container is currently 82.0 percent full. Over the last hour the fill level changed by 0.0 points. Over the last three hours it changed by -0.6 points. The average fill level in the last three hours was 82.0 percent. The container was last emptied 58 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is more than half full. Over the last hour the fill level stayed flat. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 10:00:00,2019-02-19,10,Tuesday,False,Dinner,58.15,50,0.08,88.57377049180327,94.0,82.0,61,6.525383395029081,6.541512427287145,84.21831482460779,59.0,83.70967741935483,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 10:00. The container is currently 88.6 percent full. Over the last hour the fill level changed by 6.5 points. Over the last three hours it changed by 6.5 points. The average fill level in the last three hours was 84.2 percent. The container was last emptied 59 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is nearly full. Over the last hour the fill level rose. Over the last three hours it rose. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 11:00:00,2019-02-19,11,Tuesday,False,Dinner,58.15,50,0.08,83.70967741935483,92.0,68.0,62,-4.864093072448441,1.676890534108935,84.77727833597743,60.0,80.93442622950819,0.0,LOW,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 11:00. The container is currently 83.7 percent full. Over the last hour the fill level changed by -4.9 points. Over the last three hours it changed by 1.7 points. The average fill level in the last three hours was 84.8 percent. The container was last emptied 60 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday in the morning. The container is more than half full. Over the last hour the fill level dropped. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
Kitchen 1,Plastic,2019-02-19 12:00:00,2019-02-19,12,Tuesday,False,Dinner,58.15,50,0.08,80.93442622950819,95.0,0.0,61,-2.7752511898466423,-1.1139608672660017,84.40595804688877,61.0,95.45161290322581,14.517186673717617,HIGH,train,"Restaurant kitchen 1 serves dinner, has 58.1 square meters and seats 50 guests. The monitored container holds plastic and its nominal volume is 0.08 cubic meters. It is tuesday at 12:00. The container is currently 80.9 percent full. Over the last hour the fill level changed by -2.8 points. Over the last three hours it changed by -1.1 points. The average fill level in the last three hours was 84.4 percent. The container was last emptied 61 hours ago.",Restaurant kitchen 1 is a large kitchen that serves dinner. The monitored container holds plastic. It is tuesday around midday. The container is more than half full. Over the last hour the fill level dropped slightly. Over the last three hours it stayed flat. On average over the last three hours it was more than half full. The container was emptied a few days ago.
